,M
14548,-5720
14549,-4611
14550,-3479
14551,-2329
14552,-1168
14553,0
14554,1168
14555,2329
14556,3479
14557,4611
14558,5720
14559,6800
14560,7845
14561,8851
14562,9811
14563,10722
14564,11579
14565,12376
14566,13111
14567,13780
14568,14378
14569,14904
14570,15354
14571,15726
14572,16018
14573,16229
14574,16358
14575,16403
14576,16366
14577,16246
14578,16043
14579,15758
14580,15394
14581,14952
14582,14434
14583,13843
14584,13181
14585,12453
14586,11661
14587,10810
14588,9905
14589,8949
14590,7948
14591,6906
14592,5830
14593,4723
14594,3593
14595,2445
14596,1284
14597,117
14598,-1051
14599,-2213
14600,-3365
14601,-4499
14602,-5610
14603,-6693
14604,-7742
14605,-8752
14606,-9717
14607,-10633
14608,-11495
14609,-12299
14610,-13040
14611,-13716
14612,-14321
14613,-14854
14614,-15312
14615,-15692
14616,-15992
14617,-16211
14618,-16348
14619,-16403
14620,-16373
14621,-16261
14622,-16067
14623,-15790
14624,-15434
14625,-14999
14626,-14489
14627,-13905
14628,-13250
14629,-12528
14630,-11743
14631,-10897
14632,-9997
14633,-9046
14634,-8049
14635,-7012
14636,-5938
14637,-4835
14638,-3707
14639,-2560
14640,-1400
14641,-233
14642,935
14643,2098
14644,3250
14645,4386
14646,5501
14647,6587
14648,7639
14649,8653
14650,9623
14651,10544
14652,11412
14653,12221
14654,12969
14655,13651
14656,14264
14657,14804
14658,15270
14659,15657
14660,15966
14661,16193
14662,16339
14663,16401
14664,16380
14665,16276
14666,16090
14667,15822
14668,15474
14669,15047
14670,14544
14671,13967
14672,13319
14673,12603
14674,11824
14675,10985
14676,10090
14677,9144
14678,8151
14679,7117
14680,6047
14681,4947
14682,3821
14683,2676
14684,1517
14685,351
14686,-817
14687,-1982
14688,-3135
14689,-4274
14690,-5390
14691,-6479
14692,-7535
14693,-8553
14694,-9528
14695,-10454
14696,-11327
14697,-12143
14698,-12897
14699,-13586
14700,-14206
14701,-14753
14702,-15227
14703,-15622
14704,-15939
14705,-16174
14706,-16328
14707,-16398
14708,-16386
14709,-16290
14710,-16112
14711,-15852
14712,-15512
14713,-15092
14714,-14597
14715,-14027
14716,-13386
14717,-12678
14718,-11904
14719,-11071
14720,-10182
14721,-9240
14722,-8252
14723,-7222
14724,-6155
14725,-5058
14726,-3934
14727,-2791
14728,-1633
14729,-467
14730,701
14731,1866
14732,3021
14733,4161
14734,5280
14735,6372
14736,7432
14737,8453
14738,9433
14739,10364
14740,11243
14741,12064
14742,12825
14743,13520
14744,14147
14745,14702
14746,15183
14747,15586
14748,15911
14749,16155
14750,16316
14751,16395
14752,16391
14753,16304
14754,16134
14755,15882
14756,15549
14757,15138
14758,14650
14759,14088
14760,13454
14761,12752
14762,11985
14763,11157
14764,10273
14765,9337
14766,8353
14767,7327
14768,6264
14769,5169
14770,4048
14771,2906
14772,1750
14773,584
14774,-584
14775,-1749
14776,-2906
14777,-4047
14778,-5169
14779,-6264
14780,-7327
14781,-8353
14782,-9336
14783,-10273
14784,-11157
14785,-11985
14786,-12751
14787,-13453
14788,-14087
14789,-14650
14790,-15138
14791,-15549
14792,-15881
14793,-16134
14794,-16303
14795,-16391
14796,-16395
14797,-16316
14798,-16154
14799,-15911
14800,-15586
14801,-15183
14802,-14702
14803,-14147
14804,-13520
14805,-12825
14806,-12064
14807,-11242
14808,-10364
14809,-9433
14810,-8453
14811,-7431
14812,-6371
14813,-5279
14814,-4161
14815,-3021
14816,-1865
14817,-701
14818,467
14819,1633
14820,2791
14821,3935
14822,5058
14823,6156
14824,7223
14825,8253
14826,9241
14827,10182
14828,11071
14829,11905
14830,12678
14831,13387
14832,14028
14833,14597
14834,15093
14835,15512
14836,15852
14837,16112
14838,16291
14839,16386
14840,16398
14841,16328
14842,16174
14843,15939
14844,15622
14845,15227
14846,14754
14847,14206
14848,13586
14849,12897
14850,12143
14851,11327
14852,10454
14853,9528
14854,8553
14855,7535
14856,6479
14857,5390
14858,4274
14859,3136
14860,1982
14861,818
14862,-350
14863,-1517
14864,-2676
14865,-3821
14866,-4946
14867,-6047
14868,-7117
14869,-8151
14870,-9143
14871,-10090
14872,-10985
14873,-11824
14874,-12603
14875,-13319
14876,-13966
14877,-14543
14878,-15046
14879,-15473
14880,-15821
14881,-16089
14882,-16276
14883,-16380
14884,-16401
14885,-16338
14886,-16193
14887,-15966
14888,-15657
14889,-15269
14890,-14804
14891,-14264
14892,-13651
14893,-12969
14894,-12221
14895,-11412
14896,-10544
14897,-9623
14898,-8653
14899,-7639
14900,-6586
14901,-5500
14902,-4386
14903,-3250
14904,-2098
14905,-934
14906,234
14907,1401
14908,2560
14909,3707
14910,4835
14911,5938
14912,7012
14913,8049
14914,9046
14915,9998
14916,10898
14917,11743
14918,12528
14919,13250
14920,13905
14921,14489
14922,15000
14923,15434
14924,15790
14925,16067
14926,16261
14927,16373
14928,16403
14929,16348
14930,16212
14931,15992
14932,15692
14933,15312
14934,14854
14935,14322
14936,13716
14937,13041
14938,12299
14939,11496
14940,10633
14941,9717
14942,8752
14943,7742
14944,6693
14945,5611
14946,4499
14947,3365
14948,2213
14949,1051
14950,-117
14951,-1284
14952,-2445
14953,-3593
14954,-4723
14955,-5829
14956,-6906
14957,-7947
14958,-8949
14959,-9905
14960,-10810
14961,-11661
14962,-12452
14963,-13181
14964,-13842
14965,-14434
14966,-14952
14967,-15394
14968,-15758
14969,-16043
14970,-16245
14971,-16366
14972,-16403
14973,-16358
14974,-16229
14975,-16018
14976,-15725
14977,-15353
14978,-14903
14979,-14378
14980,-13779
14981,-13111
14982,-12376
14983,-11578
14984,-10722
14985,-9811
14986,-8850
14987,-7845
14988,-6800
14989,-5720
14990,-4611
14991,-3479
14992,-2329
14993,-1167
14994,0
14995,1168
14996,2329
14997,3479
14998,4611
14999,5720
15000,6800
15001,7845
15002,8851
15003,9811
15004,10722
15005,11578
15006,12376
15007,13111
15008,13779
15009,14378
15010,14903
15011,15353
15012,15726
15013,16018
15014,16229
15015,16358
15016,16404
15017,16366
15018,16246
15019,16043
15020,15758
15021,15394
15022,14952
15023,14434
15024,13842
15025,13181
15026,12453
15027,11661
15028,10810
15029,9905
15030,8949
15031,7948
15032,6906
15033,5829
15034,4723
15035,3593
15036,2445
15037,1284
15038,117
15039,-1051
15040,-2213
15041,-3365
15042,-4499
15043,-5610
15044,-6693
15045,-7742
15046,-8752
15047,-9717
15048,-10633
15049,-11495
15050,-12299
15051,-13040
15052,-13715
15053,-14321
15054,-14854
15055,-15312
15056,-15692
15057,-15992
15058,-16211
15059,-16348
15060,-16403
15061,-16373
15062,-16261
15063,-16067
15064,-15790
15065,-15434
15066,-15000
15067,-14489
15068,-13905
15069,-13250
15070,-12528
15071,-11742
15072,-10898
15073,-9997
15074,-9046
15075,-8049
15076,-7012
15077,-5938
15078,-4835
15079,-3707
15080,-2560
15081,-1400
15082,-234
15083,935
15084,2098
15085,3251
15086,4386
15087,5500
15088,6586
15089,7639
15090,8653
15091,9623
15092,10544
15093,11412
15094,12222
15095,12969
15096,13651
15097,14264
15098,14804
15099,15270
15100,15658
15101,15966
15102,16193
15103,16339
15104,16401
15105,16380
15106,16276
15107,16090
15108,15822
15109,15473
15110,15047
15111,14544
15112,13966
15113,13319
15114,12604
15115,11824
15116,10985
15117,10090
15118,9144
15119,8151
15120,7117
15121,6047
15122,4947
15123,3821
15124,2676
15125,1517
15126,351
15127,-817
15128,-1982
15129,-3135
15130,-4274
15131,-5390
15132,-6479
15133,-7535
15134,-8553
15135,-9528
15136,-10454
15137,-11327
15138,-12143
15139,-12897
15140,-13586
15141,-14206
15142,-14753
15143,-15227
15144,-15622
15145,-15938
15146,-16174
15147,-16328
15148,-16398
15149,-16386
15150,-16290
15151,-16112
15152,-15852
15153,-15511
15154,-15092
15155,-14597
15156,-14027
15157,-13386
15158,-12678
15159,-11904
15160,-11071
15161,-10181
15162,-9240
15163,-8252
15164,-7222
15165,-6155
15166,-5058
15167,-3934
15168,-2791
15169,-1633
15170,-467
15171,701
15172,1866
15173,3021
15174,4161
15175,5280
15176,6372
15177,7432
15178,8453
15179,9433
15180,10364
15181,11243
15182,12064
15183,12825
15184,13520
15185,14147
15186,14702
15187,15183
15188,15586
15189,15911
15190,16154
15191,16316
15192,16395
15193,16391
15194,16304
15195,16134
15196,15882
15197,15550
15198,15138
15199,14650
15200,14088
15201,13454
15202,12752
15203,11985
15204,11157
15205,10273
15206,9337
15207,8353
15208,7327
15209,6264
15210,5169
15211,4048
15212,2906
15213,1750
15214,584
15215,-584
15216,-1749
15217,-2906
15218,-4047
15219,-5169
15220,-6264
15221,-7327
15222,-8353
15223,-9336
15224,-10273
15225,-11157
15226,-11985
15227,-12751
15228,-13453
15229,-14088
15230,-14650
15231,-15138
15232,-15549
15233,-15882
15234,-16133
15235,-16304
15236,-16391
15237,-16395
15238,-16316
15239,-16154
15240,-15910
15241,-15586
15242,-15183
15243,-14702
15244,-14147
15245,-13520
15246,-12825
15247,-12064
15248,-11242
15249,-10364
15250,-9432
15251,-8453
15252,-7431
15253,-6372
15254,-5279
15255,-4161
15256,-3021
15257,-1866
15258,-701
15259,468
15260,1634
15261,2791
15262,3934
15263,5058
15264,6156
15265,7223
15266,8253
15267,9240
15268,10182
15269,11071
15270,11905
15271,12678
15272,13387
15273,14027
15274,14597
15275,15093
15276,15512
15277,15852
15278,16112
15279,16291
15280,16386
15281,16399
15282,16328
15283,16174
15284,15939
15285,15622
15286,15227
15287,14754
15288,14206
15289,13586
15290,12897
15291,12143
15292,11327
15293,10454
15294,9528
15295,8554
15296,7535
15297,6479
15298,5390
15299,4274
15300,3136
15301,1982
15302,818
15303,-350
15304,-1517
15305,-2675
15306,-3821
15307,-4946
15308,-6047
15309,-7117
15310,-8151
15311,-9143
15312,-10090
15313,-10985
15314,-11824
15315,-12603
15316,-13318
15317,-13966
15318,-14543
15319,-15046
15320,-15473
15321,-15821
15322,-16090
15323,-16276
15324,-16380
15325,-16401
15326,-16339
15327,-16193
15328,-15966
15329,-15657
15330,-15270
15331,-14804
15332,-14264
15333,-13651
15334,-12969
15335,-12221
15336,-11411
15337,-10544
15338,-9623
15339,-8653
15340,-7639
15341,-6586
15342,-5500
15343,-4386
15344,-3250
15345,-2098
15346,-934
15347,234
15348,1401
15349,2561
15350,3707
15351,4835
15352,5939
15353,7012
15354,8049
15355,9046
15356,9998
15357,10898
15358,11743
15359,12528
15360,13250
15361,13905
15362,14489
15363,15000
15364,15434
15365,15790
15366,16067
15367,16262
15368,16373
15369,16403
15370,16348
15371,16212
15372,15992
15373,15692
15374,15312
15375,14855
15376,14321
15377,13716
15378,13040
15379,12299
15380,11496
15381,10633
15382,9717
15383,8752
15384,7742
15385,6693
15386,5611
15387,4499
15388,3365
15389,2213
15390,1051
15391,-117
15392,-1284
15393,-2445
15394,-3593
15395,-4723
15396,-5829
15397,-6906
15398,-7947
15399,-8948
15400,-9904
15401,-10810
15402,-11661
15403,-12452
15404,-13181
15405,-13842
15406,-14434
15407,-14952
15408,-15394
15409,-15758
15410,-16042
15411,-16245
15412,-16366
15413,-16403
15414,-16358
15415,-16229
15416,-16018
15417,-15725
15418,-15353
15419,-14903
15420,-14378
15421,-13779
15422,-13111
15423,-12376
15424,-11578
15425,-10722
15426,-9811
15427,-8851
15428,-7845
15429,-6800
15430,-5720
15431,-4611
15432,-3479
15433,-2329
15434,-1168
15435,0
15436,1168
15437,2329
15438,3479
15439,4611
15440,5720
15441,6800
15442,7845
15443,8851
15444,9811
15445,10722
15446,11579
15447,12376
15448,13111
15449,13779
15450,14378
15451,14903
15452,15353
15453,15726
15454,16018
15455,16229
15456,16358
15457,16404
15458,16366
15459,16246
15460,16043
15461,15759
15462,15394
15463,14952
15464,14434
15465,13842
15466,13181
15467,12452
15468,11661
15469,10810
15470,9905
15471,8949
15472,7947
15473,6906
15474,5829
15475,4723
15476,3593
15477,2445
15478,1284
15479,117
15480,-1051
15481,-2213
15482,-3364
15483,-4499
15484,-5610
15485,-6693
15486,-7742
15487,-8752
15488,-9717
15489,-10633
15490,-11495
15491,-12299
15492,-13040
15493,-13716
15494,-14321
15495,-14854
15496,-15312
15497,-15692
15498,-15992
15499,-16211
15500,-16348
15501,-16403
15502,-16373
15503,-16261
15504,-16067
15505,-15790
15506,-15434
15507,-15000
15508,-14489
15509,-13905
15510,-13250
15511,-12528
15512,-11742
15513,-10897
15514,-9997
15515,-9046
15516,-8049
15517,-7012
15518,-5938
15519,-4835
15520,-3707
15521,-2560
15522,-1401
15523,-234
15524,935
15525,2098
15526,3250
15527,4387
15528,5501
15529,6586
15530,7639
15531,8653
15532,9623
15533,10544
15534,11412
15535,12221
15536,12969
15537,13651
15538,14264
15539,14805
15540,15270
15541,15658
15542,15966
15543,16193
15544,16339
15545,16401
15546,16380
15547,16276
15548,16090
15549,15822
15550,15473
15551,15046
15552,14543
15553,13966
15554,13319
15555,12604
15556,11824
15557,10985
15558,10090
15559,9144
15560,8151
15561,7117
15562,6047
15563,4947
15564,3821
15565,2676
15566,1517
15567,351
15568,-818
15569,-1982
15570,-3135
15571,-4274
15572,-5390
15573,-6479
15574,-7535
15575,-8553
15576,-9528
15577,-10454
15578,-11327
15579,-12143
15580,-12897
15581,-13586
15582,-14206
15583,-14753
15584,-15226
15585,-15622
15586,-15938
15587,-16174
15588,-16328
15589,-16398
15590,-16386
15591,-16290
15592,-16112
15593,-15852
15594,-15511
15595,-15093
15596,-14597
15597,-14027
15598,-13387
15599,-12678
15600,-11904
15601,-11071
15602,-10181
15603,-9240
15604,-8252
15605,-7222
15606,-6155
15607,-5058
15608,-3934
15609,-2791
15610,-1633
15611,-467
15612,701
15613,1866
15614,3021
15615,4161
15616,5280
15617,6372
15618,7432
15619,8454
15620,9433
15621,10364
15622,11243
15623,12064
15624,12825
15625,13520
15626,14147
15627,14702
15628,15183
15629,15586
15630,15911
15631,16155
15632,16316
15633,16395
15634,16391
15635,16304
15636,16134
15637,15882
15638,15550
15639,15138
15640,14650
15641,14088
15642,13454
15643,12752
15644,11985
15645,11157
15646,10273
15647,9337
15648,8353
15649,7327
15650,6264
15651,5169
15652,4048
15653,2906
15654,1749
15655,584
15656,-584
15657,-1749
15658,-2906
15659,-4047
15660,-5169
15661,-6264
15662,-7327
15663,-8353
15664,-9336
15665,-10273
15666,-11157
15667,-11985
15668,-12751
15669,-13453
15670,-14087
15671,-14650
15672,-15138
15673,-15549
15674,-15882
15675,-16133
15676,-16304
15677,-16391
15678,-16395
15679,-16316
15680,-16154
15681,-15911
15682,-15586
15683,-15183
15684,-14702
15685,-14147
15686,-13520
15687,-12825
15688,-12064
15689,-11242
15690,-10364
15691,-9432
15692,-8453
15693,-7431
15694,-6371
15695,-5279
15696,-4161
15697,-3021
15698,-1866
15699,-701
15700,467
15701,1634
15702,2791
15703,3934
15704,5058
15705,6156
15706,7223
15707,8252
15708,9241
15709,10182
15710,11071
15711,11905
15712,12678
15713,13387
15714,14028
15715,14597
15716,15093
15717,15512
15718,15852
15719,16112
15720,16291
15721,16386
15722,16399
15723,16328
15724,16174
15725,15939
15726,15622
15727,15227
15728,14754
15729,14206
15730,13586
15731,12897
15732,12143
15733,11327
15734,10454
15735,9528
15736,8554
15737,7536
15738,6479
15739,5390
15740,4274
15741,3136
15742,1982
15743,818
15744,-351
15745,-1517
15746,-2675
15747,-3821
15748,-4946
15749,-6047
15750,-7117
15751,-8151
15752,-9144
15753,-10090
15754,-10985
15755,-11824
15756,-12603
15757,-13318
15758,-13966
15759,-14543
15760,-15046
15761,-15473
15762,-15821
15763,-16090
15764,-16276
15765,-16380
15766,-16401
15767,-16338
15768,-16193
15769,-15966
15770,-15657
15771,-15269
15772,-14804
15773,-14264
15774,-13651
15775,-12969
15776,-12221
15777,-11411
15778,-10544
15779,-9623
15780,-8653
15781,-7639
15782,-6586
15783,-5500
15784,-4386
15785,-3250
15786,-2098
15787,-934
15788,234
15789,1401
15790,2561
15791,3707
15792,4835
15793,5938
15794,7012
15795,8050
15796,9047
15797,9997
15798,10898
15799,11743
15800,12528
15801,13250
15802,13905
15803,14489
15804,15000
15805,15434
15806,15791
15807,16067
15808,16262
15809,16373
15810,16403
15811,16348
15812,16212
15813,15992
15814,15692
15815,15312
15816,14855
15817,14322
15818,13716
15819,13041
15820,12299
15821,11496
15822,10633
15823,9717
15824,8752
15825,7742
15826,6694
15827,5611
15828,4499
15829,3365
15830,2214
15831,1051
15832,-117
15833,-1284
15834,-2445
15835,-3593
15836,-4723
15837,-5829
15838,-6906
15839,-7947
15840,-8948
15841,-9904
15842,-10810
15843,-11661
15844,-12452
15845,-13181
15846,-13842
15847,-14434
15848,-14952
15849,-15394
15850,-15758
15851,-16043
15852,-16245
15853,-16366
15854,-16403
15855,-16357
15856,-16229
15857,-16018
15858,-15725
15859,-15353
15860,-14903
15861,-14378
15862,-13779
15863,-13111
15864,-12376
15865,-11578
15866,-10722
15867,-9811
15868,-8851
15869,-7845
15870,-6800
15871,-5720
15872,-4611
15873,-3479
15874,-2329
15875,-1167
15876,0
15877,1168
15878,2329
15879,3479
15880,4611
15881,5720
15882,6800
15883,7845
15884,8851
15885,9811
15886,10722
15887,11578
15888,12376
15889,13111
15890,13780
15891,14378
15892,14904
15893,15354
15894,15726
15895,16018
15896,16229
15897,16358
15898,16404
15899,16366
15900,16245
15901,16043
15902,15758
15903,15394
15904,14952
15905,14434
15906,13843
15907,13181
15908,12453
15909,11661
15910,10810
15911,9905
15912,8949
15913,7948
15914,6906
15915,5829
15916,4723
15917,3593
15918,2445
15919,1284
15920,117
15921,-1051
15922,-2213
15923,-3365
15924,-4499
15925,-5610
15926,-6693
15927,-7742
15928,-8752
15929,-9717
15930,-10633
15931,-11495
15932,-12299
15933,-13040
15934,-13716
15935,-14321
15936,-14854
15937,-15312
15938,-15692
15939,-15992
15940,-16211
15941,-16348
15942,-16403
15943,-16373
15944,-16261
15945,-16067
15946,-15790
15947,-15434
15948,-15000
15949,-14489
15950,-13905
15951,-13250
15952,-12528
15953,-11743
15954,-10898
15955,-9997
15956,-9046
15957,-8049
15958,-7012
15959,-5938
15960,-4835
15961,-3707
15962,-2560
15963,-1401
15964,-234
15965,935
15966,2098
15967,3251
15968,4387
15969,5501
15970,6586
15971,7639
15972,8653
15973,9623
15974,10544
15975,11412
15976,12222
15977,12969
15978,13651
15979,14264
15980,14804
15981,15270
15982,15657
15983,15966
15984,16193
15985,16339
15986,16401
15987,16380
15988,16276
15989,16090
15990,15822
15991,15473
15992,15047
15993,14544
15994,13966
15995,13319
15996,12604
15997,11824
15998,10985
15999,10090
16000,9144
16001,8151
16002,7117
16003,6047
16004,4947
16005,3821
16006,2676
16007,1517
16008,351
16009,-817
16010,-1982
16011,-3136
16012,-4274
16013,-5390
16014,-6479
16015,-7535
16016,-8553
16017,-9528
16018,-10454
16019,-11327
16020,-12143
16021,-12897
16022,-13586
16023,-14206
16024,-14754
16025,-15227
16026,-15622
16027,-15939
16028,-16174
16029,-16327
16030,-16398
16031,-16386
16032,-16290
16033,-16112
16034,-15852
16035,-15511
16036,-15093
16037,-14597
16038,-14027
16039,-13387
16040,-12678
16041,-11905
16042,-11071
16043,-10181
16044,-9240
16045,-8252
16046,-7222
16047,-6155
16048,-5058
16049,-3934
16050,-2791
16051,-1633
16052,-467
16053,701
16054,1866
16055,3021
16056,4161
16057,5280
16058,6372
16059,7432
16060,8453
16061,9433
16062,10364
16063,11243
16064,12064
16065,12825
16066,13520
16067,14147
16068,14702
16069,15183
16070,15586
16071,15911
16072,16155
16073,16316
16074,16395
16075,16391
16076,16304
16077,16134
16078,15882
16079,15549
16080,15138
16081,14650
16082,14088
16083,13454
16084,12752
16085,11985
16086,11157
16087,10273
16088,9337
16089,8353
16090,7327
16091,6264
16092,5169
16093,4048
16094,2906
16095,1749
16096,584
16097,-584
16098,-1749
16099,-2906
16100,-4048
16101,-5169
16102,-6264
16103,-7327
16104,-8353
16105,-9336
16106,-10273
16107,-11157
16108,-11985
16109,-12752
16110,-13454
16111,-14087
16112,-14650
16113,-15138
16114,-15549
16115,-15881
16116,-16133
16117,-16304
16118,-16391
16119,-16395
16120,-16316
16121,-16154
16122,-15911
