,M=100Hz,M=200Hz,M=500Hz
5017,11495,-16401,-11071
5018,11327,-16386,-10182
5019,11157,-16357,-9240
5020,10985,-16316,-8252
5021,10810,-16261,-7222
5022,10633,-16193,-6156
5023,10454,-16112,-5058
5024,10273,-16018,-3934
5025,10090,-15910,-2791
5026,9905,-15790,-1633
5027,9717,-15657,-467
5028,9528,-15512,701
5029,9337,-15353,1866
5030,9144,-15183,3021
5031,8949,-15000,4161
5032,8752,-14804,5280
5033,8554,-14597,6372
5034,8353,-14378,7431
5035,8151,-14147,8454
5036,7948,-13905,9433
5037,7742,-13651,10364
5038,7535,-13386,11243
5039,7327,-13111,12064
5040,7117,-12825,12825
5041,6906,-12528,13520
5042,6693,-12221,14147
5043,6479,-11904,14702
5044,6264,-11578,15183
5045,6047,-11242,15586
5046,5830,-10897,15911
5047,5611,-10544,16155
5048,5390,-10182,16316
5049,5169,-9811,16395
5050,4947,-9432,16391
5051,4723,-9046,16304
5052,4499,-8653,16134
5053,4274,-8252,15882
5054,4048,-7845,15550
5055,3821,-7431,15138
5056,3593,-7012,14650
5057,3365,-6586,14088
5058,3136,-6155,13454
5059,2906,-5720,12752
5060,2676,-5279,11985
5061,2445,-4835,11157
5062,2214,-4386,10273
5063,1982,-3934,9337
5064,1750,-3479,8353
5065,1517,-3021,7327
5066,1284,-2560,6264
5067,1051,-2098,5169
5068,818,-1633,4048
5069,584,-1168,2906
5070,351,-701,1750
5071,117,-234,584
5072,-117,234,-584
5073,-351,701,-1749
5074,-584,1168,-2906
5075,-818,1633,-4048
5076,-1051,2098,-5169
5077,-1284,2561,-6264
5078,-1517,3021,-7327
5079,-1749,3479,-8353
5080,-1981,3935,-9336
5081,-2213,4387,-10273
5082,-2445,4835,-11157
5083,-2675,5280,-11985
5084,-2906,5720,-12752
5085,-3135,6156,-13453
5086,-3364,6587,-14088
5087,-3593,7012,-14650
5088,-3821,7432,-15138
5089,-4047,7845,-15549
5090,-4274,8253,-15882
5091,-4499,8653,-16133
5092,-4723,9047,-16304
5093,-4946,9433,-16391
5094,-5169,9811,-16395
5095,-5390,10182,-16316
5096,-5610,10544,-16154
5097,-5829,10898,-15911
5098,-6047,11243,-15586
5099,-6264,11579,-15183
5100,-6479,11905,-14702
5101,-6693,12222,-14147
5102,-6906,12528,-13520
5103,-7117,12825,-12825
5104,-7327,13111,-12064
5105,-7535,13387,-11242
5106,-7742,13651,-10364
5107,-7947,13905,-9432
5108,-8151,14147,-8453
5109,-8353,14378,-7431
5110,-8553,14597,-6371
5111,-8752,14804,-5280
5112,-8949,15000,-4161
5113,-9144,15183,-3021
5114,-9337,15353,-1866
5115,-9528,15512,-701
5116,-9717,15657,467
5117,-9905,15791,1634
5118,-10090,15911,2791
5119,-10273,16018,3935
5120,-10454,16112,5058
5121,-10633,16193,6156
5122,-10810,16262,7222
5123,-10985,16316,8252
5124,-11157,16358,9240
5125,-11327,16386,10182
5126,-11495,16401,11072
5127,-11661,16403,11905
5128,-11824,16391,12678
5129,-11985,16366,13387
5130,-12143,16328,14027
5131,-12299,16276,14597
5132,-12452,16211,15093
5133,-12603,16134,15512
5134,-12751,16043,15852
5135,-12897,15939,16112
5136,-13040,15822,16290
5137,-13181,15692,16386
5138,-13318,15550,16398
5139,-13454,15394,16328
5140,-13586,15227,16174
5141,-13715,15047,15939
5142,-13842,14855,15622
5143,-13966,14650,15227
5144,-14088,14434,14754
5145,-14206,14206,14206
5146,-14321,13966,13586
5147,-14434,13716,12898
5148,-14543,13454,12143
5149,-14650,13181,11328
5150,-14753,12897,10454
5151,-14854,12603,9528
5152,-14952,12299,8553
5153,-15046,11985,7536
5154,-15138,11661,6479
5155,-15226,11327,5390
5156,-15312,10985,4274
5157,-15394,10633,3136
5158,-15473,10273,1982
5159,-15549,9905,818
5160,-15622,9528,-350
5161,-15692,9144,-1517
5162,-15758,8752,-2675
5163,-15822,8353,-3821
5164,-15882,7947,-4947
5165,-15939,7536,-6047
5166,-15992,7117,-7117
5167,-16043,6693,-8151
5168,-16089,6264,-9143
5169,-16133,5829,-10090
5170,-16174,5390,-10985
5171,-16211,4947,-11824
5172,-16245,4499,-12603
5173,-16276,4048,-13318
5174,-16303,3593,-13966
5175,-16327,3136,-14543
5176,-16348,2676,-15046
5177,-16366,2213,-15473
5178,-16380,1749,-15822
5179,-16391,1284,-16090
5180,-16398,818,-16276
5181,-16403,351,-16380
5182,-16403,-117,-16401
5183,-16401,-584,-16339
5184,-16395,-1051,-16193
5185,-16386,-1517,-15966
5186,-16373,-1982,-15657
5187,-16357,-2445,-15270
5188,-16339,-2906,-14804
5189,-16316,-3364,-14264
5190,-16290,-3821,-13651
5191,-16261,-4274,-12969
5192,-16229,-4723,-12221
5193,-16193,-5169,-11411
5194,-16154,-5610,-10544
5195,-16112,-6047,-9623
5196,-16066,-6479,-8653
5197,-16018,-6906,-7639
5198,-15966,-7327,-6586
5199,-15910,-7742,-5500
5200,-15852,-8151,-4386
5201,-15790,-8553,-3250
5202,-15726,-8949,-2098
5203,-15657,-9337,-934
5204,-15586,-9717,234
5205,-15512,-10090,1401
5206,-15434,-10454,2561
5207,-15353,-10810,3707
5208,-15270,-11157,4835
5209,-15182,-11495,5938
5210,-15093,-11824,7012
5211,-15000,-12143,8050
5212,-14903,-12452,9047
5213,-14804,-12751,9998
5214,-14702,-13040,10898
5215,-14597,-13319,11743
5216,-14489,-13586,12528
5217,-14378,-13842,13250
5218,-14264,-14087,13905
5219,-14147,-14321,14489
5220,-14027,-14543,15000
5221,-13905,-14754,15434
5222,-13779,-14952,15790
5223,-13651,-15138,16067
5224,-13520,-15312,16262
5225,-13387,-15473,16373
5226,-13250,-15622,16403
5227,-13111,-15758,16349
5228,-12969,-15882,16211
5229,-12825,-15992,15992
5230,-12678,-16090,15692
5231,-12528,-16174,15312
5232,-12376,-16245,14854
5233,-12221,-16304,14321
5234,-12064,-16348,13716
5235,-11904,-16380,13040
5236,-11743,-16398,12299
5237,-11578,-16403,11496
5238,-11412,-16395,10633
5239,-11243,-16373,9717
5240,-11071,-16339,8752
5241,-10897,-16290,7742
5242,-10722,-16229,6694
5243,-10544,-16154,5610
5244,-10364,-16067,4499
5245,-10181,-15966,3365
5246,-9997,-15852,2214
5247,-9811,-15725,1051
5248,-9623,-15586,-117
5249,-9433,-15434,-1284
5250,-9240,-15270,-2445
5251,-9046,-15092,-3593
5252,-8851,-14903,-4723
5253,-8653,-14702,-5829
5254,-8453,-14489,-6906
5255,-8252,-14264,-7947
5256,-8049,-14027,-8948
5257,-7845,-13779,-9904
5258,-7639,-13520,-10810
5259,-7431,-13250,-11661
5260,-7222,-12969,-12452
5261,-7012,-12678,-13181
5262,-6800,-12376,-13842
5263,-6586,-12064,-14434
5264,-6371,-11742,-14952
5265,-6156,-11411,-15394
5266,-5938,-11071,-15758
5267,-5720,-10722,-16043
5268,-5500,-10364,-16245
5269,-5280,-9997,-16366
5270,-5058,-9623,-16403
5271,-4835,-9240,-16357
5272,-4611,-8850,-16229
5273,-4386,-8453,-16018
5274,-4161,-8049,-15726
5275,-3934,-7639,-15353
5276,-3707,-7222,-14903
5277,-3479,-6800,-14378
5278,-3250,-6371,-13779
5279,-3021,-5938,-13111
5280,-2791,-5500,-12376
5281,-2560,-5058,-11578
5282,-2329,-4611,-10722
5283,-2097,-4161,-9811
5284,-1866,-3707,-8850
5285,-1633,-3250,-7845
5286,-1401,-2791,-6800
5287,-1168,-2329,-5720
5288,-934,-1866,-4611
5289,-701,-1400,-3479
5290,-467,-934,-2329
5291,-234,-467,-1167
5292,0,0,0
5293,234,468,1168
5294,467,935,2329
5295,701,1401,3479
5296,934,1866,4611
5297,1168,2329,5720
5298,1401,2791,6800
5299,1633,3251,7845
5300,1866,3707,8851
5301,2098,4161,9811
5302,2329,4611,10722
5303,2560,5058,11579
5304,2791,5500,12376
5305,3021,5938,13111
5306,3251,6372,13779
5307,3479,6800,14378
5308,3707,7223,14903
5309,3935,7639,15353
5310,4161,8050,15726
5311,4387,8453,16018
5312,4611,8851,16229
5313,4835,9240,16358
5314,5058,9623,16404
5315,5280,9998,16366
5316,5500,10364,16246
5317,5720,10722,16043
5318,5938,11071,15759
5319,6156,11412,15394
5320,6372,11743,14952
5321,6587,12064,14434
5322,6800,12376,13842
5323,7012,12678,13181
5324,7223,12969,12452
5325,7431,13250,11661
5326,7639,13520,10810
5327,7845,13780,9905
5328,8049,14027,8949
5329,8253,14264,7947
5330,8453,14489,6906
5331,8653,14702,5829
5332,8851,14904,4723
5333,9046,15093,3593
5334,9241,15270,2445
5335,9433,15434,1284
5336,9623,15586,117
5337,9811,15726,-1051
5338,9997,15852,-2213
5339,10182,15966,-3364
5340,10364,16067,-4499
5341,10544,16154,-5610
5342,10722,16229,-6693
5343,10898,16291,-7742
5344,11071,16339,-8752
5345,11243,16373,-9717
5346,11412,16395,-10633
5347,11579,16404,-11495
5348,11743,16399,-12299
5349,11905,16380,-13040
5350,12065,16348,-13716
5351,12222,16304,-14321
5352,12376,16246,-14854
5353,12528,16174,-15312
5354,12678,16090,-15692
5355,12825,15992,-15992
5356,12969,15882,-16211
5357,13111,15759,-16348
5358,13250,15622,-16402
5359,13387,15474,-16373
5360,13520,15312,-16261
5361,13651,15138,-16066
5362,13780,14952,-15790
5363,13905,14754,-15434
5364,14027,14543,-14999
5365,14147,14321,-14489
5366,14264,14088,-13905
5367,14378,13843,-13250
5368,14489,13586,-12528
5369,14597,13319,-11743
5370,14702,13040,-10897
5371,14805,12752,-9997
5372,14904,12452,-9046
5373,15000,12143,-8049
5374,15093,11824,-7012
5375,15183,11495,-5938
5376,15270,11157,-4835
5377,15354,10810,-3707
5378,15434,10454,-2560
5379,15512,10090,-1401
5380,15586,9717,-233
5381,15658,9337,934
5382,15726,8949,2098
5383,15791,8553,3251
5384,15852,8151,4387
5385,15911,7742,5501
5386,15966,7327,6587
5387,16018,6906,7639
5388,16067,6479,8653
5389,16112,6047,9623
5390,16154,5611,10544
5391,16193,5169,11412
5392,16229,4723,12222
5393,16262,4274,12969
5394,16291,3821,13651
5395,16316,3365,14264
5396,16339,2906,14805
5397,16358,2445,15270
5398,16373,1982,15658
5399,16386,1517,15966
5400,16395,1051,16193
5401,16401,584,16339
5402,16403,117,16401
5403,16403,-350,16380
5404,16399,-818,16276
5405,16391,-1284,16090
5406,16380,-1749,15822
5407,16366,-2213,15474
5408,16349,-2676,15046
5409,16328,-3136,14543
5410,16304,-3593,13966
5411,16276,-4048,13319
5412,16245,-4499,12604
5413,16212,-4947,11824
5414,16174,-5390,10985
5415,16134,-5829,10090
5416,16090,-6264,9144
5417,16043,-6693,8151
5418,15992,-7117,7117
5419,15939,-7535,6047
5420,15882,-7947,4947
5421,15822,-8353,3821
5422,15759,-8752,2676
5423,15692,-9144,1517
5424,15622,-9528,351
5425,15550,-9905,-817
5426,15473,-10273,-1982
5427,15394,-10633,-3136
5428,15312,-10985,-4274
5429,15227,-11327,-5390
5430,15138,-11661,-6479
5431,15047,-11985,-7535
5432,14952,-12299,-8553
5433,14854,-12603,-9528
5434,14754,-12897,-10454
5435,14650,-13181,-11327
5436,14544,-13454,-12143
5437,14434,-13716,-12897
5438,14321,-13966,-13586
5439,14206,-14206,-14206
5440,14088,-14434,-14753
5441,13967,-14650,-15226
5442,13842,-14854,-15622
5443,13716,-15046,-15938
5444,13586,-15226,-16174
5445,13454,-15394,-16328
5446,13319,-15549,-16398
5447,13181,-15692,-16386
5448,13041,-15822,-16290
5449,12898,-15938,-16112
5450,12752,-16043,-15852
5451,12604,-16133,-15512
5452,12453,-16211,-15093
5453,12299,-16276,-14597
5454,12143,-16328,-14027
5455,11985,-16366,-13387
5456,11824,-16391,-12678
5457,11661,-16403,-11905
5458,11496,-16401,-11071
5459,11328,-16386,-10182
5460,11157,-16357,-9240
5461,10985,-16316,-8252
5462,10810,-16261,-7222
5463,10633,-16193,-6156
5464,10454,-16112,-5058
5465,10273,-16018,-3934
5466,10090,-15911,-2791
5467,9905,-15790,-1633
5468,9717,-15657,-467
5469,9528,-15511,701
5470,9337,-15353,1866
5471,9144,-15183,3021
5472,8949,-15000,4161
5473,8752,-14804,5280
5474,8553,-14597,6372
5475,8353,-14378,7432
5476,8151,-14147,8453
5477,7948,-13905,9433
5478,7742,-13651,10364
5479,7535,-13386,11243
5480,7327,-13111,12065
5481,7117,-12825,12825
5482,6906,-12528,13520
5483,6693,-12221,14147
5484,6479,-11904,14702
5485,6264,-11578,15183
5486,6047,-11242,15586
5487,5829,-10897,15911
5488,5610,-10544,16155
5489,5390,-10182,16316
5490,5169,-9811,16395
5491,4947,-9432,16391
5492,4723,-9046,16304
5493,4499,-8653,16134
5494,4274,-8252,15882
5495,4048,-7845,15549
5496,3821,-7431,15138
5497,3593,-7012,14650
5498,3365,-6586,14088
5499,3136,-6155,13454
5500,2906,-5720,12752
5501,2676,-5279,11985
5502,2445,-4835,11157
5503,2213,-4386,10273
5504,1982,-3934,9337
5505,1749,-3479,8353
5506,1517,-3021,7327
5507,1284,-2560,6264
5508,1051,-2098,5169
5509,818,-1633,4048
5510,584,-1168,2906
5511,351,-701,1749
5512,117,-233,584
5513,-117,234,-584
5514,-350,701,-1749
5515,-584,1168,-2906
5516,-817,1634,-4048
5517,-1051,2098,-5169
5518,-1284,2561,-6264
5519,-1517,3021,-7327
5520,-1749,3479,-8353
5521,-1982,3934,-9337
5522,-2213,4387,-10273
5523,-2445,4835,-11157
5524,-2675,5280,-11985
5525,-2906,5720,-12752
5526,-3135,6156,-13454
5527,-3364,6586,-14087
5528,-3593,7012,-14650
5529,-3821,7432,-15138
5530,-4048,7845,-15549
5531,-4274,8253,-15881
5532,-4499,8653,-16134
5533,-4723,9047,-16304
5534,-4947,9433,-16391
5535,-5169,9811,-16395
5536,-5390,10182,-16316
5537,-5610,10544,-16154
5538,-5829,10898,-15911
5539,-6047,11243,-15586
5540,-6264,11579,-15183
5541,-6479,11905,-14702
5542,-6693,12222,-14147
5543,-6906,12528,-13520
5544,-7117,12825,-12825
5545,-7327,13111,-12064
5546,-7535,13387,-11243
5547,-7742,13651,-10364
5548,-7947,13905,-9433
5549,-8151,14147,-8453
5550,-8353,14378,-7431
5551,-8553,14597,-6372
5552,-8752,14805,-5280
5553,-8949,15000,-4161
5554,-9144,15183,-3021
5555,-9337,15354,-1866
5556,-9528,15512,-701
5557,-9717,15657,467
5558,-9905,15790,1634
5559,-10090,15911,2791
5560,-10273,16018,3935
5561,-10454,16112,5058
5562,-10633,16193,6156
5563,-10810,16262,7222
5564,-10985,16316,8253
5565,-11157,16358,9240
5566,-11327,16386,10182
5567,-11495,16401,11071
5568,-11661,16403,11905
5569,-11824,16391,12678
5570,-11985,16366,13387
5571,-12143,16328,14027
5572,-12299,16276,14597
5573,-12452,16212,15093
5574,-12603,16134,15512
5575,-12751,16043,15852
5576,-12897,15939,16112
5577,-13040,15822,16291
5578,-13181,15692,16386
5579,-13319,15549,16399
5580,-13454,15394,16328
5581,-13586,15227,16174
5582,-13716,15047,15939
5583,-13842,14855,15622
5584,-13966,14650,15227
5585,-14087,14434,14754
5586,-14206,14206,14206
5587,-14321,13967,13586
5588,-14434,13716,12897
5589,-14543,13454,12143
5590,-14650,13181,11327
5591,-14753,12898,10454
5592,-14854,12604,9528
5593,-14952,12299,8554
5594,-15046,11985,7536
5595,-15138,11661,6479
5596,-15227,11328,5390
5597,-15312,10985,4274
5598,-15394,10633,3136
5599,-15473,10273,1982
5600,-15549,9905,818
5601,-15622,9528,-350
5602,-15692,9144,-1517
5603,-15758,8752,-2675
5604,-15822,8353,-3821
5605,-15881,7947,-4946
5606,-15939,7535,-6047
5607,-15992,7117,-7117
5608,-16042,6694,-8151
5609,-16090,6264,-9143
5610,-16134,5830,-10090
5611,-16174,5390,-10985
5612,-16211,4947,-11824
5613,-16245,4499,-12603
5614,-16276,4048,-13318
5615,-16304,3593,-13966
5616,-16328,3136,-14543
5617,-16348,2676,-15046
5618,-16366,2213,-15473
5619,-16380,1749,-15822
5620,-16391,1284,-16090
5621,-16398,818,-16276
5622,-16403,351,-16380
5623,-16403,-117,-16401
5624,-16401,-584,-16339
5625,-16395,-1051,-16193
5626,-16386,-1517,-15966
5627,-16373,-1982,-15657
5628,-16357,-2445,-15270
5629,-16339,-2906,-14804
5630,-16316,-3365,-14264
5631,-16290,-3821,-13651
5632,-16261,-4274,-12969
5633,-16229,-4723,-12221
5634,-16193,-5169,-11412
5635,-16154,-5610,-10544
5636,-16112,-6047,-9623
5637,-16067,-6479,-8653
5638,-16018,-6906,-7639
5639,-15966,-7327,-6586
5640,-15910,-7742,-5500
5641,-15852,-8151,-4386
5642,-15790,-8553,-3250
5643,-15725,-8949,-2097
5644,-15657,-9336,-934
5645,-15586,-9717,234
5646,-15512,-10090,1401
5647,-15434,-10454,2560
5648,-15353,-10810,3707
5649,-15270,-11157,4835
5650,-15182,-11495,5939
5651,-15092,-11824,7012
5652,-14999,-12143,8049
5653,-14903,-12452,9046
5654,-14804,-12752,9997
5655,-14702,-13040,10898
5656,-14597,-13318,11743
5657,-14489,-13586,12528
5658,-14378,-13842,13250
5659,-14264,-14087,13905
5660,-14147,-14321,14489
5661,-14027,-14543,15000
5662,-13905,-14753,15434
5663,-13779,-14952,15791
5664,-13651,-15138,16067
5665,-13520,-15312,16261
5666,-13386,-15473,16374
5667,-13250,-15622,16403
5668,-13111,-15758,16348
5669,-12969,-15881,16211
5670,-12825,-15992,15992
5671,-12678,-16090,15692
5672,-12528,-16174,15312
5673,-12376,-16245,14854
5674,-12221,-16303,14322
5675,-12064,-16348,13716
5676,-11905,-16380,13040
5677,-11743,-16398,12299
5678,-11578,-16403,11496
5679,-11412,-16395,10633
5680,-11243,-16373,9717
5681,-11071,-16338,8752
5682,-10898,-16290,7742
5683,-10722,-16229,6693
5684,-10544,-16154,5611
5685,-10364,-16066,4499
5686,-10181,-15966,3365
5687,-9997,-15852,2213
5688,-9811,-15726,1051
5689,-9623,-15586,-117
5690,-9432,-15434,-1284
5691,-9240,-15269,-2445
5692,-9046,-15092,-3593
5693,-8850,-14903,-4723
5694,-8653,-14702,-5829
5695,-8453,-14489,-6906
5696,-8252,-14264,-7947
5697,-8049,-14027,-8949
5698,-7845,-13779,-9904
5699,-7639,-13520,-10810
5700,-7431,-13250,-11661
5701,-7222,-12969,-12452
5702,-7012,-12678,-13181
5703,-6800,-12376,-13842
5704,-6586,-12064,-14434
5705,-6372,-11743,-14952
5706,-6155,-11412,-15394
5707,-5938,-11071,-15758
5708,-5720,-10722,-16043
5709,-5500,-10364,-16245
5710,-5279,-9997,-16366
5711,-5058,-9623,-16403
5712,-4835,-9240,-16358
5713,-4611,-8851,-16229
5714,-4386,-8453,-16018
5715,-4161,-8049,-15725
5716,-3934,-7639,-15353
5717,-3707,-7222,-14903
5718,-3479,-6800,-14378
5719,-3250,-6372,-13779
5720,-3021,-5938,-13111
5721,-2791,-5500,-12376
5722,-2560,-5058,-11578
5723,-2329,-4611,-10722
5724,-2097,-4161,-9811
5725,-1866,-3707,-8851
5726,-1633,-3250,-7845
5727,-1400,-2791,-6800
5728,-1167,-2329,-5720
5729,-934,-1865,-4611
5730,-701,-1400,-3479
5731,-467,-934,-2329
5732,-233,-467,-1167
5733,0,0,0
5734,234,468,1168
5735,468,935,2329
5736,701,1401,3479
5737,934,1866,4611
5738,1168,2329,5720
5739,1401,2791,6800
5740,1634,3251,7845
5741,1866,3707,8851
5742,2098,4161,9811
5743,2329,4611,10722
5744,2560,5058,11578
5745,2791,5500,12376
5746,3021,5939,13111
5747,3250,6372,13780
5748,3479,6800,14378
5749,3707,7222,14903
5750,3934,7639,15353
5751,4161,8050,15726
5752,4387,8454,16018
5753,4611,8851,16229
5754,4835,9240,16358
5755,5058,9623,16404
5756,5280,9998,16366
5757,5500,10364,16245
5758,5720,10722,16043
5759,5938,11071,15758
5760,6156,11412,15394
5761,6372,11743,14952
5762,6586,12064,14434
5763,6800,12376,13843
5764,7012,12678,13181
5765,7222,12969,12452
5766,7431,13250,11661
5767,7639,13520,10810
5768,7845,13780,9905
5769,8049,14027,8949
5770,8253,14264,7947
5771,8453,14489,6906
5772,8653,14702,5830
5773,8851,14903,4723
5774,9046,15093,3593
5775,9241,15270,2445
5776,9433,15434,1284
5777,9623,15586,117
5778,9811,15726,-1051
5779,9998,15852,-2213
5780,10182,15966,-3365
5781,10364,16067,-4499
5782,10544,16154,-5610
5783,10722,16229,-6693
5784,10898,16290,-7742
5785,11072,16339,-8752
5786,11243,16373,-9717
5787,11412,16395,-10633
5788,11579,16403,-11495
5789,11743,16399,-12299
5790,11905,16380,-13040
5791,12065,16349,-13715
5792,12222,16304,-14321
5793,12376,16246,-14854
5794,12528,16174,-15312
5795,12678,16090,-15692
5796,12825,15992,-15992
5797,12969,15882,-16211
5798,13111,15759,-16348
5799,13250,15622,-16402
5800,13387,15474,-16373
5801,13520,15312,-16261
5802,13651,15138,-16067
5803,13779,14952,-15790
5804,13905,14754,-15434
5805,14028,14543,-14999
5806,14147,14321,-14489
5807,14264,14088,-13905
5808,14378,13843,-13250
5809,14489,13586,-12528
5810,14597,13319,-11743
5811,14702,13040,-10898
5812,14804,12752,-9997
5813,14904,12453,-9046
5814,15000,12143,-8049
5815,15093,11824,-7012
5816,15183,11496,-5938
5817,15270,11157,-4835
5818,15353,10810,-3707
5819,15434,10454,-2560
5820,15512,10090,-1400
5821,15586,9717,-234
5822,15657,9337,934
5823,15726,8949,2098
5824,15791,8554,3250
5825,15852,8151,4387
5826,15911,7742,5501
5827,15966,7327,6586
5828,16018,6906,7639
5829,16067,6479,8653
5830,16112,6047,9623
5831,16154,5611,10544
5832,16193,5169,11412
5833,16229,4723,12221
5834,16262,4274,12969
5835,16291,3821,13651
5836,16316,3365,14264
5837,16339,2906,14805
5838,16358,2445,15270
5839,16374,1982,15657
5840,16386,1517,15966
5841,16395,1051,16193
5842,16401,584,16339
5843,16403,117,16401
5844,16403,-351,16380
5845,16399,-817,16276
5846,16391,-1284,16090
5847,16380,-1749,15822
5848,16366,-2213,15474
5849,16348,-2676,15047
5850,16328,-3135,14543
5851,16304,-3593,13966
5852,16276,-4047,13319
5853,16245,-4499,12604
5854,16212,-4947,11824
5855,16174,-5390,10985
5856,16134,-5829,10090
5857,16090,-6264,9144
5858,16043,-6693,8151
5859,15992,-7117,7117
5860,15939,-7535,6047
5861,15882,-7947,4947
5862,15822,-8353,3821
5863,15758,-8752,2676
5864,15692,-9144,1517
5865,15622,-9528,351
5866,15549,-9905,-817
5867,15474,-10273,-1981
5868,15394,-10633,-3135
5869,15312,-10985,-4274
5870,15227,-11327,-5390
5871,15138,-11661,-6479
5872,15046,-11985,-7535
5873,14952,-12299,-8553
5874,14854,-12603,-9528
5875,14754,-12897,-10454
5876,14650,-13181,-11327
5877,14543,-13453,-12143
5878,14434,-13715,-12897
5879,14322,-13966,-13586
5880,14206,-14206,-14206
5881,14088,-14434,-14753
5882,13966,-14650,-15226
5883,13843,-14854,-15622
5884,13716,-15046,-15939
5885,13586,-15227,-16174
5886,13454,-15394,-16328
5887,13319,-15549,-16398
5888,13181,-15692,-16386
5889,13040,-15822,-16290
5890,12897,-15939,-16112
5891,12752,-16042,-15852
5892,12604,-16134,-15512
5893,12453,-16211,-15092
5894,12299,-16276,-14597
5895,12143,-16328,-14027
5896,11985,-16366,-13386
5897,11824,-16391,-12678
5898,11661,-16402,-11904
5899,11496,-16401,-11071
5900,11328,-16386,-10181
5901,11157,-16357,-9240
5902,10985,-16316,-8252
5903,10810,-16261,-7222
5904,10633,-16193,-6156
5905,10454,-16112,-5058
5906,10273,-16018,-3934
5907,10090,-15911,-2791
5908,9905,-15790,-1633
5909,9717,-15657,-467
5910,9528,-15512,701
5911,9337,-15353,1866
5912,9144,-15182,3021
5913,8949,-14999,4161
5914,8752,-14804,5280
5915,8554,-14597,6372
